Academic Year,County Name,District Name,School Name,School Type,Educational_Type,Low Grade,High Grade,2021_Enrollment,2021_Free_Meal_Count,2021_Free_Meal_Percent,2021_FRPM_Count,2021_FRPM_Percent
2020-2021,Sacramento,Elk Grove Unified,Elliott Ranch Elementary,Elementary Schools (Public),Traditional,K,6,687,144,0.21,172,0.25
2020-2021,Sacramento,Elk Grove Unified,Florence Markofer Elementary,Elementary Schools (Public),Traditional,K,6,644,178,0.276,197,0.306
2020-2021,Sacramento,Elk Grove Unified,Florin Elementary,Elementary Schools (Public),Traditional,K,6,590,405,0.6859999999999999,437,0.741
2020-2021,Sacramento,Elk Grove Unified,Florin High,High Schools (Public),Traditional,9,12,1727,1379,0.7979999999999999,1602,0.9279999999999999
2020-2021,Sacramento,Elk Grove Unified,Foulks Ranch Elementary,Elementary Schools (Public),Traditional,K,6,805,277,0.344,296,0.368
2020-2021,Sacramento,Elk Grove Unified,Franklin Elementary,Elementary Schools (Public),Traditional,K,6,815,261,0.32,287,0.35200000000000004
2020-2021,Sacramento,Elk Grove Unified,Franklin High,High Schools (Public),Traditional,9,12,2883,641,0.222,771,0.267
2020-2021,Sacramento,Elk Grove Unified,Harriet G. Eddy Middle,Intermediate/Middle Schools (Public),Traditional,7,8,1091,400,0.36700000000000005,447,0.41
2020-2021,Sacramento,Elk Grove Unified,Helen Carr Castello Elementary,Elementary Schools (Public),Traditional,K,6,841,212,0.252,236,0.281
2020-2021,Sacramento,Elk Grove Unified,Herman Leimbach Elementary,Elementary Schools (Public),Traditional,K,6,623,396,0.636,415,0.6659999999999999
2020-2021,Sacramento,Elk Grove Unified,Irene B. West Elementary,Elementary Schools (Public),Traditional,K,6,933,441,0.473,494,0.529
2020-2021,Sacramento,Elk Grove Unified,Isabelle Jackson Elementary,Elementary Schools (Public),Traditional,K,6,839,570,0.679,712,0.8490000000000001
2020-2021,Sacramento,Elk Grove Unified,James A. McKee Elementary,Elementary Schools (Public),Traditional,K,6,496,213,0.429,238,0.48
2020-2021,Sacramento,Elk Grove Unified,James Rutter Middle,Intermediate/Middle Schools (Public),Traditional,7,8,951,796,0.8370000000000001,920,0.9670000000000001
2020-2021,Sacramento,Elk Grove Unified,Jessie Baker,Special Education Schools (Public),Special Education School,K,12,147,41,0.27899999999999997,49,0.33299999999999996
2020-2021,Sacramento,Elk Grove Unified,John Ehrhardt Elementary,Elementary Schools (Public),Traditional,K,6,835,339,0.406,375,0.449
2020-2021,Sacramento,Elk Grove Unified,John Reith Elementary,Elementary Schools (Public),Traditional,K,6,484,370,0.764,431,0.89
2020-2021,Sacramento,Elk Grove Unified,Joseph Kerr Middle,Intermediate/Middle Schools (Public),Traditional,7,8,884,249,0.282,288,0.326
2020-2021,Sacramento,Elk Grove Unified,Joseph Sims Elementary,Elementary Schools (Public),Traditional,K,6,836,271,0.324,287,0.34299999999999997
2020-2021,Sacramento,Elk Grove Unified,Katherine L. Albiani Middle,Intermediate/Middle Schools (Public),Traditional,7,8,1367,253,0.185,303,0.222
2020-2021,Sacramento,Elk Grove Unified,Laguna Creek High,High Schools (Public),Traditional,9,12,2115,746,0.353,832,0.39299999999999996
2020-2021,Sacramento,Elk Grove Unified,Las Flores High (Alternative),Alternative Schools of Choice,Alternative School of Choice,K,12,405,179,0.442,183,0.452
2020-2021,Sacramento,Elk Grove Unified,Maeola E. Beitzel Elementary,Elementary Schools (Public),Traditional,K,6,862,424,0.49200000000000005,487,0.565
2020-2021,Sacramento,Elk Grove Unified,Marion Mix Elementary,Elementary Schools (Public),Traditional,K,6,785,316,0.40299999999999997,362,0.461
2020-2021,Sacramento,Elk Grove Unified,Mary Tsukamoto Elementary,Elementary Schools (Public),Traditional,K,6,975,507,0.52,591,0.606
2020-2021,Sacramento,Elk Grove Unified,Monterey Trail High,High Schools (Public),Traditional,9,12,2355,1045,0.444,1227,0.521
2020-2021,Sacramento,Elk Grove Unified,"Nonpublic, Nonsectarian Schools",,,,,200,75,0.375,79,0.395
2020-2021,Sacramento,Elk Grove Unified,Pleasant Grove Elementary,Elementary Schools (Public),Traditional,K,6,369,97,0.263,108,0.293
2020-2021,Sacramento,Elk Grove Unified,Pleasant Grove High,High Schools (Public),Traditional,9,12,2570,521,0.203,617,0.24
2020-2021,Sacramento,Elk Grove Unified,Prairie Elementary,Elementary Schools (Public),Traditional,K,6,881,609,0.691,666,0.7559999999999999
2020-2021,Sacramento,Elk Grove Unified,Raymond Case Elementary,Elementary Schools (Public),Traditional,K,6,806,373,0.46299999999999997,422,0.524
2020-2021,Sacramento,Elk Grove Unified,Rio Cazadero High (Continuation),Continuation High Schools,Continuation School,9,12,124,85,0.685,85,0.685
2020-2021,Sacramento,Elk Grove Unified,Robert J. Fite Elementary,Elementary Schools (Public),Traditional,K,6,585,268,0.45799999999999996,307,0.525
2020-2021,Sacramento,Elk Grove Unified,Robert J. McGarvey Elementary,Elementary Schools (Public),Traditional,K,6,802,111,0.138,130,0.162
2020-2021,Sacramento,Elk Grove Unified,Roy Herburger Elementary,Elementary Schools (Public),Traditional,K,6,919,391,0.425,458,0.498
2020-2021,Sacramento,Elk Grove Unified,Samuel Jackman Middle,Intermediate/Middle Schools (Public),Traditional,7,8,965,639,0.662,715,0.741
2020-2021,Sacramento,Elk Grove Unified,Samuel Kennedy Elementary,Elementary Schools (Public),Traditional,K,6,951,844,0.887,920,0.9670000000000001
2020-2021,Sacramento,Elk Grove Unified,SAVA - Sacramento Academic and Vocational Academy - EGUSD,High Schools (Public),Traditional,7,12,281,139,0.495,145,0.516
2020-2021,Sacramento,Elk Grove Unified,Sheldon High,High Schools (Public),Traditional,9,12,2598,1042,0.401,1215,0.46799999999999997
2020-2021,Sacramento,Elk Grove Unified,Sierra-Enterprise Elementary,Elementary Schools (Public),Traditional,K,6,519,358,0.69,432,0.8320000000000001
2020-2021,Sacramento,Elk Grove Unified,Stone Lake Elementary,Elementary Schools (Public),Traditional,K,6,718,156,0.217,171,0.23800000000000002
2020-2021,Sacramento,Elk Grove Unified,Sunrise Elementary,Elementary Schools (Public),Traditional,K,6,783,138,0.17600000000000002,160,0.204
2020-2021,Sacramento,Elk Grove Unified,T. R. Smedberg Middle,Intermediate/Middle Schools (Public),Traditional,7,8,1186,520,0.43799999999999994,614,0.518
2020-2021,Sacramento,Elk Grove Unified,Toby Johnson Middle,Intermediate/Middle Schools (Public),Traditional,7,8,1337,306,0.22899999999999998,359,0.26899999999999996
2020-2021,Sacramento,Elk Grove Unified,Union House Elementary,Elementary Schools (Public),Traditional,K,6,745,572,0.768,677,0.909
2020-2021,Sacramento,Elk Grove Unified,Valley High,High Schools (Public),Traditional,9,12,1764,1368,0.7759999999999999,1613,0.914
2020-2021,Sacramento,Elk Grove Unified,Zehnder Ranch Elementary,Elementary Schools (Public),Traditional,K,6,1313,237,0.18100000000000002,282,0.215
2020-2021,Sacramento,Elverta Joint Elementary,Alpha Charter,K-12 Schools (Public),Traditional,K,12,66,23,0.348,25,0.379
2020-2021,Sacramento,Elverta Joint Elementary,Alpha Technology Middle,Intermediate/Middle Schools (Public),Traditional,6,8,73,38,0.521,39,0.534
2020-2021,Sacramento,Elverta Joint Elementary,Elverta Elementary,Elementary Schools (Public),Traditional,K,5,132,77,0.583,81,0.614
2020-2021,Sacramento,Folsom-Cordova Unified,Blanche Sprentz Elementary,Elementary Schools (Public),Traditional,K,5,349,72,0.20600000000000002,73,0.209
2020-2021,Sacramento,Folsom-Cordova Unified,Carl H. Sundahl Elementary,Elementary Schools (Public),Traditional,K,5,291,28,0.096,29,0.1
2020-2021,Sacramento,Folsom-Cordova Unified,Cordova Gardens Elementary,Elementary Schools (Public),Traditional,K,6,265,174,0.657,200,0.755
2020-2021,Sacramento,Folsom-Cordova Unified,Cordova High,High Schools (Public),Traditional,9,12,1955,1001,0.512,1035,0.529
2020-2021,Sacramento,Folsom-Cordova Unified,Cordova Meadows Elementary,Elementary Schools (Public),Traditional,K,5,350,277,0.7909999999999999,289,0.826
2020-2021,Sacramento,Folsom-Cordova Unified,Cordova Villa Elementary,Elementary Schools (Public),Traditional,K,5,452,339,0.75,359,0.794
2020-2021,Sacramento,Folsom-Cordova Unified,Empire Oaks Elementary,Elementary Schools (Public),Traditional,K,5,405,33,0.081,34,0.084
2020-2021,Sacramento,Folsom-Cordova Unified,Folsom Cordova K-8 Community Charter,Elementary Schools (Public),Traditional,K,8,683,126,0.184,126,0.184
2020-2021,Sacramento,Folsom-Cordova Unified,Folsom High,High Schools (Public),Traditional,9,12,2589,369,0.14300000000000002,392,0.151
2020-2021,Sacramento,Folsom-Cordova Unified,Folsom Hills Elementary,Elementary Schools (Public),Traditional,K,5,504,18,0.036000000000000004,18,0.036000000000000004
2020-2021,Sacramento,Folsom-Cordova Unified,Folsom Lake High,Continuation High Schools,Continuation School,9,12,58,16,0.276,16,0.276
2020-2021,Sacramento,Folsom-Cordova Unified,Folsom Middle,Intermediate/Middle Schools (Public),Traditional,6,8,1301,91,0.07,94,0.07200000000000001
2020-2021,Sacramento,Folsom-Cordova Unified,Gold Ridge Elementary,Elementary Schools (Public),Traditional,K,5,547,65,0.11900000000000001,70,0.128
2020-2021,Sacramento,Folsom-Cordova Unified,Kinney High (Continuation),Continuation High Schools,Continuation School,9,12,99,67,0.677,71,0.7170000000000001
2020-2021,Sacramento,Folsom-Cordova Unified,Mather Heights Elementary,Elementary Schools (Public),Traditional,K,5,384,94,0.245,100,0.26
2020-2021,Sacramento,Folsom-Cordova Unified,Mills Middle,Intermediate/Middle Schools (Public),Traditional,6,8,745,538,0.722,587,0.7879999999999999
2020-2021,Sacramento,Folsom-Cordova Unified,Natoma Station Elementary,Elementary Schools (Public),Traditional,K,5,459,45,0.098,50,0.109
2020-2021,Sacramento,Folsom-Cordova Unified,Navigator Elementary,Elementary Schools (Public),Traditional,K,5,348,128,0.368,138,0.397
2020-2021,Sacramento,Folsom-Cordova Unified,"Nonpublic, Nonsectarian Schools",,,,,54,20,0.37,20,0.37
2020-2021,Sacramento,Folsom-Cordova Unified,Oak Chan Elementary,Elementary Schools (Public),Traditional,K,5,403,31,0.077,33,0.08199999999999999
2020-2021,Sacramento,Folsom-Cordova Unified,Peter J. Shields Elementary,Elementary Schools (Public),Traditional,K,5,300,190,0.633,201,0.67
2020-2021,Sacramento,Folsom-Cordova Unified,Prospect Community Day,District Community Day Schools,Community Day School,7,12,22,17,0.773,17,0.773
2020-2021,Sacramento,Folsom-Cordova Unified,Rancho Cordova Elementary,Elementary Schools (Public),Traditional,K,5,414,307,0.742,333,0.804
2020-2021,Sacramento,Folsom-Cordova Unified,Riverview STEM Elementary,Elementary Schools (Public),Traditional,K,5,338,44,0.13,51,0.151
2020-2021,Sacramento,Folsom-Cordova Unified,Russell Ranch Elementary,Elementary Schools (Public),Traditional,K,5,617,36,0.057999999999999996,36,0.057999999999999996
2020-2021,Sacramento,Folsom-Cordova Unified,Sandra J. Gallardo Elementary,Elementary Schools (Public),Traditional,K,5,460,33,0.07200000000000001,33,0.07200000000000001
2020-2021,Sacramento,Folsom-Cordova Unified,Sutter Middle,Intermediate/Middle Schools (Public),Traditional,6,8,1373,164,0.11900000000000001,179,0.13
2020-2021,Sacramento,Folsom-Cordova Unified,Theodore Judah Elementary,Elementary Schools (Public),Traditional,K,5,577,146,0.253,148,0.256
2020-2021,Sacramento,Folsom-Cordova Unified,Vista del Lago High,High Schools (Public),Traditional,9,12,1810,78,0.043,84,0.046
2020-2021,Sacramento,Folsom-Cordova Unified,W. E. Mitchell Middle,Intermediate/Middle Schools (Public),Traditional,6,8,846,390,0.461,417,0.493
2020-2021,Sacramento,Folsom-Cordova Unified,Walnutwood High (Independent Study),Alternative Schools of Choice,Alternative School of Choice,K,12,218,63,0.289,63,0.289
2020-2021,Sacramento,Folsom-Cordova Unified,White Rock Elementary,Elementary Schools (Public),Traditional,K,5,406,335,0.825,366,0.9009999999999999
2020-2021,Sacramento,Folsom-Cordova Unified,Williamson Elementary,Elementary Schools (Public),Traditional,K,5,474,356,0.7509999999999999,382,0.8059999999999999
2020-2021,Sacramento,Galt Joint Union Elementary,District Office,,,K,8,1,0,0.0,0,0.0
2020-2021,Sacramento,Galt Joint Union Elementary,Lake Canyon Elementary,Elementary Schools (Public),Traditional,K,6,533,238,0.447,281,0.527
2020-2021,Sacramento,Galt Joint Union Elementary,Marengo Ranch Elementary,Elementary Schools (Public),Traditional,K,6,525,186,0.354,213,0.406
2020-2021,Sacramento,Galt Joint Union Elementary,"Nonpublic, Nonsectarian Schools",,,,,4,0,0.0,0,0.0
2020-2021,Sacramento,Galt Joint Union Elementary,River Oaks Elementary,Elementary Schools (Public),Traditional,K,6,501,241,0.48100000000000004,283,0.565
2020-2021,Sacramento,Galt Joint Union Elementary,Robert L. McCaffrey Middle,Intermediate/Middle Schools (Public),Traditional,7,8,760,415,0.546,468,0.616
2020-2021,Sacramento,Galt Joint Union Elementary,Valley Oaks Elementary,Elementary Schools (Public),Traditional,K,6,530,400,0.755,441,0.8320000000000001
2020-2021,Sacramento,Galt Joint Union Elementary,Vernon E. Greer Elementary,Elementary Schools (Public),Traditional,K,6,478,305,0.638,331,0.6920000000000001
2020-2021,Sacramento,Galt Joint Union High,Estrellita Continuation High,Continuation High Schools,Continuation School,9,12,57,36,0.632,36,0.632
2020-2021,Sacramento,Galt Joint Union High,Galt High,High Schools (Public),Traditional,9,12,1036,505,0.48700000000000004,557,0.5379999999999999
2020-2021,Sacramento,Galt Joint Union High,Liberty Ranch High,High Schools (Public),Traditional,9,12,1114,370,0.332,406,0.364
2020-2021,Sacramento,Galt Joint Union High,"Nonpublic, Nonsectarian Schools",,,,,2,1,0.5,1,0.5
2020-2021,Sacramento,River Delta Joint Unified,Bates Elementary,Elementary Schools (Public),Traditional,K,6,101,77,0.762,87,0.861
2020-2021,Sacramento,River Delta Joint Unified,Clarksburg Middle,Intermediate/Middle Schools (Public),Traditional,7,9,234,105,0.449,112,0.479
2020-2021,Sacramento,River Delta Joint Unified,D. H. White Elementary,Elementary Schools (Public),Traditional,K,6,380,174,0.45799999999999996,189,0.49700000000000005
2020-2021,Sacramento,River Delta Joint Unified,Delta Elementary Charter,Elementary Schools (Public),Traditional,K,6,405,100,0.247,119,0.294
2020-2021,Sacramento,River Delta Joint Unified,Delta High,High Schools (Public),Traditional,10,12,234,96,0.41,107,0.457
2020-2021,Sacramento,River Delta Joint Unified,Isleton Elementary,Elementary Schools (Public),Traditional,K,6,153,62,0.405,68,0.444
2020-2021,Sacramento,River Delta Joint Unified,Mokelumne High (Continuation),Continuation High Schools,Continuation School,9,12,7,3,0.429,3,0.429
2020-2021,Sacramento,River Delta Joint Unified,"Nonpublic, Nonsectarian Schools",,,,,4,2,0.5,2,0.5
2020-2021,Sacramento,River Delta Joint Unified,Rio Vista High,High Schools (Public),Traditional,9,12,389,169,0.434,184,0.473
2020-2021,Sacramento,River Delta Joint Unified,River Delta Community Day,District Community Day Schools,Community Day School,7,12,2,2,1.0,2,1.0
2020-2021,Sacramento,River Delta Joint Unified,River Delta High/Elementary (Alternative),Alternative Schools of Choice,Alternative School of Choice,K,12,11,5,0.455,5,0.455
2020-2021,Sacramento,River Delta Joint Unified,Riverview Middle,Intermediate/Middle Schools (Public),Traditional,7,8,189,76,0.402,85,0.45
2020-2021,Sacramento,River Delta Joint Unified,Walnut Grove Elementary,Elementary Schools (Public),Traditional,K,6,170,137,0.8059999999999999,141,0.8290000000000001
2020-2021,Sacramento,Robla Elementary,Bell Avenue Elementary,Elementary Schools (Public),Traditional,K,6,307,261,0.85,288,0.938
2020-2021,Sacramento,Robla Elementary,Glenwood Elementary,Elementary Schools (Public),Traditional,K,6,466,383,0.8220000000000001,422,0.9059999999999999
2020-2021,Sacramento,Robla Elementary,Main Avenue Elementary,Elementary Schools (Public),Traditional,K,6,497,415,0.835,441,0.887
2020-2021,Sacramento,Robla Elementary,Marconi Learning Academy,K-12 Schools (Public),Traditional,K,12,347,279,0.804,296,0.853
2020-2021,Sacramento,Robla Elementary,"Nonpublic, Nonsectarian Schools",,,,,2,2,1.0,2,1.0
2020-2021,Sacramento,Robla Elementary,Paseo Grande Charter,K-12 Schools (Public),Traditional,K,12,29,19,0.655,19,0.655
2020-2021,Sacramento,Robla Elementary,Robla Elementary,Elementary Schools (Public),Traditional,K,6,305,238,0.78,266,0.872
2020-2021,Sacramento,Robla Elementary,Taylor Street Elementary,Elementary Schools (Public),Traditional,K,6,378,309,0.8170000000000001,347,0.9179999999999999
2020-2021,Sacramento,Sacramento City Unified,A. M. Winn Waldorf-Inspired,Elementary Schools (Public),Traditional,K,8,380,218,0.574,263,0.6920000000000001
2020-2021,Sacramento,Sacramento City Unified,Abraham Lincoln Elementary,Elementary Schools (Public),Traditional,K,6,502,375,0.747,440,0.8759999999999999
2020-2021,Sacramento,Sacramento City Unified,Albert Einstein Middle,Intermediate/Middle Schools (Public),Traditional,7,8,703,409,0.5820000000000001,518,0.737
2020-2021,Sacramento,Sacramento City Unified,Alice Birney Waldorf-Inspired,Elementary Schools (Public),Traditional,K,8,507,120,0.237,184,0.363
2020-2021,Sacramento,Sacramento City Unified,American Legion High (Continuation),Continuation High Schools,Continuation School,9,12,188,146,0.777,156,0.83
2020-2021,Sacramento,Sacramento City Unified,Arthur A. Benjamin Health Professions High,High Schools (Public),Traditional,9,12,210,142,0.6759999999999999,171,0.8140000000000001
2020-2021,Sacramento,Sacramento City Unified,Aspire Capitol Heights Academy,Elementary Schools (Public),Traditional,K,5,186,139,0.747,143,0.769
2020-2021,Sacramento,Sacramento City Unified,Bowling Green Elementary,Elementary Schools (Public),Traditional,K,6,754,591,0.784,686,0.91
2020-2021,Sacramento,Sacramento City Unified,Bret Harte Elementary,Elementary Schools (Public),Traditional,K,6,209,158,0.7559999999999999,177,0.847
2020-2021,Sacramento,Sacramento City Unified,C. K. McClatchy High,High Schools (Public),Traditional,9,12,2305,1138,0.494,1268,0.55
2020-2021,Sacramento,Sacramento City Unified,Caleb Greenwood Elementary,Elementary Schools (Public),Traditional,K,6,535,115,0.215,157,0.293
2020-2021,Sacramento,Sacramento City Unified,California Middle,Intermediate/Middle Schools (Public),Traditional,7,8,921,483,0.524,560,0.608
2020-2021,Sacramento,Sacramento City Unified,California Montessori Project - Capitol Campus,Elementary Schools (Public),Traditional,K,8,332,51,0.154,69,0.20800000000000002
2020-2021,Sacramento,Sacramento City Unified,Camellia Elementary,Elementary Schools (Public),Traditional,K,6,435,297,0.6829999999999999,363,0.8340000000000001
2020-2021,Sacramento,Sacramento City Unified,Capital City Independent Study,Alternative Schools of Choice,Alternative School of Choice,K,12,294,222,0.755,251,0.8540000000000001
2020-2021,Sacramento,Sacramento City Unified,Capitol Collegiate Academy,Elementary Schools (Public),Traditional,K,8,420,283,0.674,303,0.721
2020-2021,Sacramento,Sacramento City Unified,Caroline Wenzel Elementary,Elementary Schools (Public),Traditional,K,6,269,171,0.636,208,0.773
2020-2021,Sacramento,Sacramento City Unified,Cesar Chavez Intermediate,Elementary Schools (Public),Traditional,4,6,366,294,0.8029999999999999,330,0.902
2020-2021,Sacramento,Sacramento City Unified,Crocker/Riverside Elementary,Elementary Schools (Public),Traditional,K,6,639,113,0.177,153,0.239
2020-2021,Sacramento,Sacramento City Unified,David Lubin Elementary,Elementary Schools (Public),Traditional,K,6,498,177,0.355,221,0.444
2020-2021,Sacramento,Sacramento City Unified,District Office,,,K,Adult,21,16,0.762,16,0.762
2020-2021,Sacramento,Sacramento City Unified,Earl Warren Elementary,Elementary Schools (Public),Traditional,K,6,431,361,0.838,399,0.9259999999999999
2020-2021,Sacramento,Sacramento City Unified,Edward Kemble Elementary,Elementary Schools (Public),Traditional,K,3,521,438,0.841,473,0.9079999999999999
2020-2021,Sacramento,Sacramento City Unified,Elder Creek Elementary,Elementary Schools (Public),Traditional,K,6,763,630,0.826,675,0.885
2020-2021,Sacramento,Sacramento City Unified,Ethel I. Baker Elementary,Elementary Schools (Public),Traditional,K,6,619,550,0.889,599,0.968
2020-2021,Sacramento,Sacramento City Unified,Ethel Phillips Elementary,Elementary Schools (Public),Traditional,K,6,452,381,0.843,419,0.927
2020-2021,Sacramento,Sacramento City Unified,Father Keith B. Kenny,Elementary Schools (Public),Traditional,K,6,304,251,0.826,278,0.914
2020-2021,Sacramento,Sacramento City Unified,Fern Bacon Middle,Intermediate/Middle Schools (Public),Traditional,7,8,701,596,0.85,654,0.9329999999999999
2020-2021,Sacramento,Sacramento City Unified,Genevieve Didion,Elementary Schools (Public),Traditional,K,8,587,146,0.249,206,0.35100000000000003
2020-2021,Sacramento,Sacramento City Unified,George Washington Carver School of Arts and Science,High Schools (Public),Traditional,9,12,238,102,0.429,129,0.542
2020-2021,Sacramento,Sacramento City Unified,Golden Empire Elementary,Elementary Schools (Public),Traditional,K,6,561,306,0.545,395,0.7040000000000001
2020-2021,Sacramento,Sacramento City Unified,Growth Public,Elementary Schools (Public),Traditional,K,4,243,96,0.395,116,0.47700000000000004
2020-2021,Sacramento,Sacramento City Unified,H. W. Harkness Elementary,Elementary Schools (Public),Traditional,K,6,311,227,0.73,266,0.855
2020-2021,Sacramento,Sacramento City Unified,Hiram W. Johnson High,High Schools (Public),Traditional,9,12,1879,1402,0.746,1533,0.816
2020-2021,Sacramento,Sacramento City Unified,Hollywood Park Elementary,Elementary Schools (Public),Traditional,K,6,289,204,0.706,218,0.754
2020-2021,Sacramento,Sacramento City Unified,Hubert H. Bancroft Elementary,Elementary Schools (Public),Traditional,K,6,423,215,0.508,252,0.596
2020-2021,Sacramento,Sacramento City Unified,Isador Cohen Elementary,Elementary Schools (Public),Traditional,K,6,263,201,0.764,230,0.875
2020-2021,Sacramento,Sacramento City Unified,James Marshall Elementary,Elementary Schools (Public),Traditional,K,6,359,237,0.66,289,0.805
2020-2021,Sacramento,Sacramento City Unified,John Bidwell Elementary,Elementary Schools (Public),Traditional,K,6,281,232,0.826,257,0.915
2020-2021,Sacramento,Sacramento City Unified,John Cabrillo Elementary,Elementary Schools (Public),Traditional,K,6,314,252,0.8029999999999999,287,0.914
2020-2021,Sacramento,Sacramento City Unified,John D. Sloat Elementary,Elementary Schools (Public),Traditional,K,6,252,218,0.865,239,0.948
2020-2021,Sacramento,Sacramento City Unified,John F. Kennedy High,High Schools (Public),Traditional,9,12,2137,1044,0.489,1262,0.591
2020-2021,Sacramento,Sacramento City Unified,John H. Still,Elementary Schools (Public),Traditional,K,8,873,697,0.7979999999999999,761,0.872
2020-2021,Sacramento,Sacramento City Unified,John Morse Therapeutic Center,Special Education Schools (Public),Special Education School,3,8,41,35,0.8540000000000001,35,0.8540000000000001
2020-2021,Sacramento,Sacramento City Unified,Kit Carson International Academy,High Schools (Public),Traditional,7,12,583,310,0.532,372,0.638
2020-2021,Sacramento,Sacramento City Unified,Leataata Floyd Elementary,Elementary Schools (Public),Traditional,K,6,320,303,0.9470000000000001,305,0.953
2020-2021,Sacramento,Sacramento City Unified,Leonardo Da Vinci,Elementary Schools (Public),Traditional,K,8,852,236,0.27699999999999997,314,0.369
2020-2021,Sacramento,Sacramento City Unified,Luther Burbank High,High Schools (Public),Traditional,9,12,1699,1363,0.802,1477,0.8690000000000001
2020-2021,Sacramento,Sacramento City Unified,Mark Twain Elementary,Elementary Schools (Public),Traditional,K,6,257,206,0.802,228,0.887
2020-2021,Sacramento,Sacramento City Unified,"Martin Luther King, Jr.",Elementary Schools (Public),Traditional,K,8,353,233,0.66,285,0.807
2020-2021,Sacramento,Sacramento City Unified,Matsuyama Elementary,Elementary Schools (Public),Traditional,K,6,531,213,0.401,260,0.49
2020-2021,Sacramento,Sacramento City Unified,New Joseph Bonnheim (NJB) Community Charter,Elementary Schools (Public),Traditional,K,6,300,210,0.7,233,0.777
2020-2021,Sacramento,Sacramento City Unified,New Technology High,High Schools (Public),Traditional,9,12,176,99,0.563,114,0.648
2020-2021,Sacramento,Sacramento City Unified,Nicholas Elementary,Elementary Schools (Public),Traditional,K,6,571,493,0.863,542,0.9490000000000001
2020-2021,Sacramento,Sacramento City Unified,"Nonpublic, Nonsectarian Schools",,,,,259,173,0.6679999999999999,179,0.691
2020-2021,Sacramento,Sacramento City Unified,O. W. Erlewine Elementary,Elementary Schools (Public),Traditional,K,6,279,132,0.473,172,0.616
2020-2021,Sacramento,Sacramento City Unified,Oak Ridge Elementary,Elementary Schools (Public),Traditional,K,6,484,444,0.917,462,0.955
2020-2021,Sacramento,Sacramento City Unified,Pacific Elementary,Elementary Schools (Public),Traditional,K,6,715,626,0.8759999999999999,653,0.9129999999999999
2020-2021,Sacramento,Sacramento City Unified,Parkway Elementary,Elementary Schools (Public),Traditional,K,6,521,460,0.883,482,0.925
2020-2021,Sacramento,Sacramento City Unified,Peter Burnett Elementary,Elementary Schools (Public),Traditional,K,6,431,331,0.768,374,0.868
2020-2021,Sacramento,Sacramento City Unified,Phoebe A. Hearst Elementary,Elementary Schools (Public),Traditional,K,6,659,84,0.127,125,0.19
2020-2021,Sacramento,Sacramento City Unified,Pony Express Elementary,Elementary Schools (Public),Traditional,K,6,388,179,0.461,225,0.58
2020-2021,Sacramento,Sacramento City Unified,Rosa Parks Elementary,Elementary Schools (Public),Traditional,K,8,734,620,0.845,669,0.9109999999999999
2020-2021,Sacramento,Sacramento City Unified,Rosemont High,High Schools (Public),Traditional,9,12,1437,747,0.52,941,0.655
2020-2021,Sacramento,Sacramento City Unified,Sacramento Charter High,High Schools (Public),Traditional,9,12,418,292,0.6990000000000001,315,0.754
2020-2021,Sacramento,Sacramento City Unified,Sam Brannan Middle,Intermediate/Middle Schools (Public),Traditional,7,8,365,249,0.682,296,0.8109999999999999
2020-2021,Sacramento,Sacramento City Unified,SAVA - Sacramento Academic and Vocational Academy - SCUSD,High Schools (Public),Traditional,7,12,736,514,0.698,531,0.721
2020-2021,Sacramento,Sacramento City Unified,School of Engineering & Sciences,Alternative Schools of Choice,Alternative School of Choice,7,12,576,324,0.563,403,0.7
2020-2021,Sacramento,Sacramento City Unified,Sequoia Elementary,Elementary Schools (Public),Traditional,K,6,378,209,0.5529999999999999,271,0.7170000000000001
2020-2021,Sacramento,Sacramento City Unified,Sol Aureus College Preparatory,Elementary Schools (Public),Traditional,K,8,392,188,0.48,188,0.48
2020-2021,Sacramento,Sacramento City Unified,St. HOPE Public School 7,Elementary Schools (Public),Traditional,K,8,565,439,0.777,466,0.825
2020-2021,Sacramento,Sacramento City Unified,Susan B. Anthony Elementary,Elementary Schools (Public),Traditional,K,6,327,226,0.691,258,0.789
2020-2021,Sacramento,Sacramento City Unified,Sutter Middle,Intermediate/Middle Schools (Public),Traditional,7,8,1150,396,0.344,516,0.449
2020-2021,Sacramento,Sacramento City Unified,Sutterville Elementary,Elementary Schools (Public),Traditional,K,6,459,131,0.285,178,0.38799999999999996
2020-2021,Sacramento,Sacramento City Unified,Tahoe Elementary,Elementary Schools (Public),Traditional,K,6,319,197,0.618,225,0.705
2020-2021,Sacramento,Sacramento City Unified,The Language Academy of Sacramento,Elementary Schools (Public),Traditional,K,8,610,355,0.5820000000000001,437,0.716
2020-2021,Sacramento,Sacramento City Unified,The MET,High Schools (Public),Traditional,9,12,240,104,0.433,132,0.55
2020-2021,Sacramento,Sacramento City Unified,Theodore Judah Elementary,Elementary Schools (Public),Traditional,K,6,471,120,0.255,155,0.32899999999999996
2020-2021,Sacramento,Sacramento City Unified,Washington Elementary,Elementary Schools (Public),Traditional,K,6,319,162,0.508,186,0.583
2020-2021,Sacramento,Sacramento City Unified,West Campus,High Schools (Public),Traditional,9,12,829,359,0.433,454,0.5479999999999999
2020-2021,Sacramento,Sacramento City Unified,Will C. Wood Middle,Intermediate/Middle Schools (Public),Traditional,7,8,708,607,0.857,655,0.925
