Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2019-2020,19,64725,6015283,Los Angeles,Long Beach Unified,Emerson Parkside Academy,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,417,101,24.2%,122,29.3%,397,96,24.2%,115,29.0%,Y
2019-2020,19,64725,6015309,Los Angeles,Long Beach Unified,Fremont Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,514,131,25.5%,155,30.2%,506,130,25.7%,154,30.4%,Y
2019-2020,19,64725,6015317,Los Angeles,Long Beach Unified,Gant Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,576,111,19.3%,138,24.0%,561,110,19.6%,137,24.4%,Y
2019-2020,19,64725,6015325,Los Angeles,Long Beach Unified,Garfield Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,685,506,73.9%,570,83.2%,670,496,74.0%,559,83.4%,Y
2019-2020,19,64725,6015333,Los Angeles,Long Beach Unified,Gompers K-8,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,8,682,287,42.1%,353,51.8%,675,285,42.2%,351,52.0%,Y
2019-2020,19,64725,6015341,Los Angeles,Long Beach Unified,Grant Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,"1,044",782,74.9%,888,85.1%,"1,034",778,75.2%,883,85.4%,Y
2019-2020,19,64725,6015358,Los Angeles,Long Beach Unified,Harte Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,870,664,76.3%,750,86.2%,848,647,76.3%,732,86.3%,Y
2019-2020,19,64725,6015366,Los Angeles,Long Beach Unified,Henry,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,871,157,18.0%,228,26.2%,855,154,18.0%,225,26.3%,Y
2019-2020,19,64725,6015374,Los Angeles,Long Beach Unified,Holmes Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,389,249,64.0%,289,74.3%,371,235,63.3%,275,74.1%,Y
2019-2020,19,64725,6015382,Los Angeles,Long Beach Unified,Hudson K-8,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,8,608,441,72.5%,514,84.5%,607,440,72.5%,513,84.5%,Y
2019-2020,19,64725,6015408,Los Angeles,Long Beach Unified,Kettering Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,333,85,25.5%,102,30.6%,332,85,25.6%,102,30.7%,Y
2019-2020,19,64725,6015416,Los Angeles,Long Beach Unified,King Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,717,564,78.7%,630,87.9%,685,544,79.4%,606,88.5%,Y
2019-2020,19,64725,6015424,Los Angeles,Long Beach Unified,Lafayette Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,912,727,79.7%,792,86.8%,896,715,79.8%,779,86.9%,Y
2019-2020,19,64725,6015432,Los Angeles,Long Beach Unified,Olivia Nieto Herrera Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,777,649,83.5%,693,89.2%,760,633,83.3%,677,89.1%,Y
2019-2020,19,64725,6015440,Los Angeles,Long Beach Unified,Lincoln Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,998,904,90.6%,943,94.5%,964,878,91.1%,915,94.9%,Y
2019-2020,19,64725,6015457,Los Angeles,Long Beach Unified,Longfellow Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,959,357,37.2%,423,44.1%,941,351,37.3%,416,44.2%,Y
2019-2020,19,64725,6015465,Los Angeles,Long Beach Unified,Los Cerritos Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,541,203,37.5%,250,46.2%,526,201,38.2%,248,47.1%,Y
2019-2020,19,64725,6015473,Los Angeles,Long Beach Unified,Lowell Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,611,78,12.8%,96,15.7%,594,77,13.0%,95,16.0%,Y
2019-2020,19,64725,6015481,Los Angeles,Long Beach Unified,MacArthur Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,363,153,42.1%,186,51.2%,344,150,43.6%,182,52.9%,Y
2019-2020,19,64725,6015499,Los Angeles,Long Beach Unified,Madison Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,391,181,46.3%,235,60.1%,389,179,46.0%,233,59.9%,Y
2019-2020,19,64725,6015507,Los Angeles,Long Beach Unified,Mann Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,363,246,67.8%,293,80.7%,360,244,67.8%,290,80.6%,Y
2019-2020,19,64725,6015515,Los Angeles,Long Beach Unified,McKinley Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,602,483,80.2%,532,88.4%,602,483,80.2%,532,88.4%,Y
2019-2020,19,64725,6015531,Los Angeles,Long Beach Unified,Muir K-8,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,8,"1,029",721,70.1%,855,83.1%,"1,023",716,70.0%,849,83.0%,Y
2019-2020,19,64725,6015549,Los Angeles,Long Beach Unified,Naples Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,348,62,17.8%,71,20.4%,335,61,18.2%,69,20.6%,Y
2019-2020,19,64725,6015556,Los Angeles,Long Beach Unified,Newcomb Academy,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,8,795,144,18.1%,170,21.4%,781,144,18.4%,169,21.6%,Y
2019-2020,19,64725,6015572,Los Angeles,Long Beach Unified,Jessie Nelson Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,814,635,78.0%,696,85.5%,814,635,78.0%,696,85.5%,Y
2019-2020,19,64725,6015580,Los Angeles,Long Beach Unified,Prisk Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,557,146,26.2%,174,31.2%,556,146,26.3%,174,31.3%,Y
2019-2020,19,64725,6015598,Los Angeles,Long Beach Unified,Riley Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,399,229,57.4%,273,68.4%,399,229,57.4%,273,68.4%,Y
2019-2020,19,64725,6015606,Los Angeles,Long Beach Unified,Roosevelt Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,"1,042",910,87.3%,962,92.3%,"1,023",892,87.2%,944,92.3%,Y
2019-2020,19,64725,6015614,Los Angeles,Long Beach Unified,Signal Hill Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,739,596,80.6%,651,88.1%,723,582,80.5%,636,88.0%,Y
2019-2020,19,64725,6015622,Los Angeles,Long Beach Unified,Stevenson Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,594,470,79.1%,503,84.7%,585,462,79.0%,495,84.6%,Y
2019-2020,19,64725,6015648,Los Angeles,Long Beach Unified,Tincher Preparatory,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,8,733,238,32.5%,300,40.9%,722,236,32.7%,298,41.3%,Y
2019-2020,19,64725,6015663,Los Angeles,Long Beach Unified,Twain Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,517,241,46.6%,296,57.3%,516,241,46.7%,296,57.4%,Y
2019-2020,19,64725,6015671,Los Angeles,Long Beach Unified,Webster Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,549,400,72.9%,472,86.0%,541,393,72.6%,464,85.8%,Y
2019-2020,19,64725,6015689,Los Angeles,Long Beach Unified,Whittier Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,859,691,80.4%,746,86.8%,842,678,80.5%,731,86.8%,Y
2019-2020,19,64725,6015697,Los Angeles,Long Beach Unified,Willard Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,629,548,87.1%,583,92.7%,614,538,87.6%,571,93.0%,Y
2019-2020,19,64725,6057780,Los Angeles,Long Beach Unified,Hamilton Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,6,8,924,719,77.8%,816,88.3%,924,719,77.8%,816,88.3%,Y
2019-2020,19,64725,6057798,Los Angeles,Long Beach Unified,Hoover Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,6,8,725,430,59.3%,540,74.5%,725,430,59.3%,540,74.5%,Y
2019-2020,19,64725,6057806,Los Angeles,Long Beach Unified,Jefferson Leadership Academies,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,"1,062",745,70.2%,765,72.0%,"1,062",745,70.2%,765,72.0%,Y
2019-2020,19,64725,6057814,Los Angeles,Long Beach Unified,Lindbergh STEM Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,575,440,76.5%,478,83.1%,575,440,76.5%,478,83.1%,Y
2019-2020,19,64725,6057822,Los Angeles,Long Beach Unified,Marshall Academy of the Arts,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,6,8,915,364,39.8%,428,46.8%,915,364,39.8%,428,46.8%,Y
2019-2020,19,64725,6057830,Los Angeles,Long Beach Unified,Rogers Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,6,8,869,205,23.6%,238,27.4%,869,205,23.6%,238,27.4%,Y
2019-2020,19,64725,6057848,Los Angeles,Long Beach Unified,Stephens Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,6,8,772,589,76.3%,667,86.4%,772,589,76.3%,667,86.4%,Y
2019-2020,19,64725,6061337,Los Angeles,Long Beach Unified,Bancroft Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,6,8,895,396,44.2%,488,54.5%,895,396,44.2%,488,54.5%,Y
2019-2020,19,64725,6061345,Los Angeles,Long Beach Unified,Franklin Classical Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,"1,258","1,043",82.9%,"1,112",88.4%,"1,258","1,043",82.9%,"1,112",88.4%,Y
2019-2020,19,64725,6061360,Los Angeles,Long Beach Unified,Hughes Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,6,8,"1,449",726,50.1%,883,60.9%,"1,449",726,50.1%,883,60.9%,Y
2019-2020,19,64725,6061378,Los Angeles,Long Beach Unified,Stanford Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,6,8,"1,221",358,29.3%,446,36.5%,"1,221",358,29.3%,446,36.5%,Y
2019-2020,19,64725,6061386,Los Angeles,Long Beach Unified,Washington Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,"1,056",871,82.5%,911,86.3%,"1,056",871,82.5%,911,86.3%,Y
2019-2020,19,64725,6108013,Los Angeles,Long Beach Unified,Jenny Oropeza Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,663,552,83.3%,589,88.8%,654,544,83.2%,580,88.7%,Y
2019-2020,19,64725,6109292,Los Angeles,Long Beach Unified,Alvarado Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,388,270,69.6%,320,82.5%,387,270,69.8%,320,82.7%,Y
2019-2020,19,64725,6112056,Los Angeles,Long Beach Unified,Robinson Academy,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,8,894,696,77.9%,734,82.1%,893,696,77.9%,734,82.2%,Y
2019-2020,19,64725,6116933,Los Angeles,Long Beach Unified,Powell Academy for Success,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,8,"1,025",808,78.8%,889,86.7%,"1,020",803,78.7%,884,86.7%,Y
2019-2020,19,64733,0000001,Los Angeles,Los Angeles Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2,193",702,32.0%,702,32.0%,"1,845",628,34.0%,628,34.0%,Y
2019-2020,19,64733,0100289,Los Angeles,Los Angeles Unified,N.E.W. Academy of Science and Arts,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,0521,Directly funded,Y,K,5,438,431,98.4%,434,99.1%,420,415,98.8%,418,99.5%,Y
2019-2020,19,64733,0100669,Los Angeles,Los Angeles Unified,Stella Middle Charter Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,Yes,0535,Directly funded,Y,5,8,496,418,84.3%,473,95.4%,496,418,84.3%,473,95.4%,Y
2019-2020,19,64733,0100677,Los Angeles,Los Angeles Unified,High Tech LA,Unified School District,High Schools (Public),Traditional,N/A,Yes,0537,Directly funded,Y,9,12,376,120,31.9%,155,41.2%,368,119,32.3%,154,41.8%,Y
2019-2020,19,64733,0100743,Los Angeles,Los Angeles Unified,Accelerated Charter Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,0539,Directly funded,Y,K,6,494,416,84.2%,446,90.3%,479,404,84.3%,432,90.2%,Y
2019-2020,19,64733,0100750,Los Angeles,Los Angeles Unified,Wallis Annenberg High,Unified School District,High Schools (Public),Traditional,N/A,Yes,0538,Directly funded,Y,9,12,509,363,71.3%,387,76.0%,495,356,71.9%,379,76.6%,Y
2019-2020,19,64733,0100800,Los Angeles,Los Angeles Unified,Central City Value,Unified School District,High Schools (Public),Traditional,N/A,Yes,0534,Directly funded,Y,9,12,471,388,82.4%,442,93.8%,460,378,82.2%,432,93.9%,Y
2019-2020,19,64733,0100867,Los Angeles,Los Angeles Unified,KIPP Los Angeles College Preparatory,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,Yes,0531,Directly funded,Y,5,8,515,407,79.0%,481,93.4%,515,407,79.0%,481,93.4%,Y
2019-2020,19,64733,0101196,Los Angeles,Los Angeles Unified,ICEF View Park Preparatory High,Unified School District,High Schools (Public),Traditional,N/A,Yes,0543,Directly funded,Y,9,12,489,418,85.5%,452,92.4%,477,409,85.7%,442,92.7%,Y
2019-2020,19,64733,0101329,Los Angeles,Los Angeles Unified,William J. Johnston Community Day,Unified School District,District Community Day Schools,Community Day School,CEP,No ,N/A,N/A,N,7,12,105,97,92.4%,100,95.2%,90,83,92.2%,86,95.6%,Y
2019-2020,19,64733,0101444,Los Angeles,Los Angeles Unified,KIPP Academy of Opportunity,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,Yes,0530,Directly funded,Y,5,8,445,369,82.9%,407,91.5%,445,369,82.9%,407,91.5%,Y
2019-2020,19,64733,0101618,Los Angeles,Los Angeles Unified,Richard Riordan Primary Center,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,1,164,139,84.8%,149,90.9%,131,115,87.8%,122,93.1%,Y
2019-2020,19,64733,0101659,Los Angeles,Los Angeles Unified,"CATCH Prep Charter High, Inc.",Unified School District,High Schools (Public),Traditional,N/A,Yes,0570,Directly funded,Y,9,12,172,163,94.8%,168,97.7%,165,156,94.5%,161,97.6%,Y
2019-2020,19,64733,0101675,Los Angeles,Los Angeles Unified,Oscar De La Hoya Animo Charter High,Unified School District,High Schools (Public),Traditional,N/A,Yes,0581,Directly funded,Y,9,12,609,503,82.6%,560,92.0%,598,494,82.6%,551,92.1%,Y
2019-2020,19,64733,0101683,Los Angeles,Los Angeles Unified,Renaissance Arts Academy,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,0579,Directly funded,Y,K,12,539,280,51.9%,360,66.8%,533,276,51.8%,356,66.8%,Y
2019-2020,19,64733,0102137,Los Angeles,Los Angeles Unified,Aggeler Community Day,Unified School District,District Community Day Schools,Community Day School,N/A,No ,N/A,N/A,N,7,12,67,67,100.0%,67,100.0%,57,57,100.0%,57,100.0%,Y
2019-2020,19,64733,0102335,Los Angeles,Los Angeles Unified,Ocean Charter,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,0569,Directly funded,Y,K,8,524,96,18.3%,113,21.6%,516,96,18.6%,113,21.9%,Y
2019-2020,19,64733,0102426,Los Angeles,Los Angeles Unified,PUC Milagro Charter,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,0600,Directly funded,Y,K,5,286,207,72.4%,241,84.3%,282,204,72.3%,238,84.4%,Y
2019-2020,19,64733,0102434,Los Angeles,Los Angeles Unified,Animo South Los Angeles Charter,Unified School District,High Schools (Public),Traditional,N/A,Yes,0602,Directly funded,Y,9,12,607,498,82.0%,545,89.8%,591,489,82.7%,534,90.4%,Y
2019-2020,19,64733,0102442,Los Angeles,Los Angeles Unified,PUC Lakeview Charter Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,Yes,0603,Directly funded,Y,6,8,350,245,70.0%,296,84.6%,350,245,70.0%,296,84.6%,Y
2019-2020,19,64733,0102483,Los Angeles,Los Angeles Unified,N.E.W. Academy Canoga Park,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,0592,Directly funded,Y,K,5,452,415,91.8%,423,93.6%,444,409,92.1%,415,93.5%,Y
2019-2020,19,64733,0102491,Los Angeles,Los Angeles Unified,Dr. Theodore T. Alexander Jr. Science Center,Unified School District,Elementary Schools (Public),Traditional,CEP,Yes,0604,Locally funded,N,K,5,648,481,74.2%,530,81.8%,630,467,74.1%,516,81.9%,Y
2019-2020,19,64733,0102541,Los Angeles,Los Angeles Unified,New Designs Charter,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,0601,Directly funded,Y,6,12,901,728,80.8%,773,85.8%,891,718,80.6%,763,85.6%,Y
2019-2020,19,64733,0102764,Los Angeles,Los Angeles Unified,Richard A. Alonzo Community Day,Unified School District,District Community Day Schools,Community Day School,CEP,No ,N/A,N/A,N,7,12,92,81,88.0%,84,91.3%,61,53,86.9%,55,90.2%,Y
2019-2020,19,64733,0102913,Los Angeles,Los Angeles Unified,Middle College High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,397,335,84.4%,359,90.4%,394,332,84.3%,356,90.4%,Y
2019-2020,19,64733,0102921,Los Angeles,Los Angeles Unified,Dr. Richard A. Vladovic Harbor Teacher Preparation Academy,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,474,206,43.5%,303,63.9%,469,204,43.5%,301,64.2%,Y
2019-2020,19,64733,0106351,Los Angeles,Los Angeles Unified,Ivy Academia,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,0619,Directly funded,Y,K,12,612,249,40.7%,257,42.0%,605,245,40.5%,253,41.8%,Y
2019-2020,19,64733,0106427,Los Angeles,Los Angeles Unified,Synergy Charter Academy,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,0636,Directly funded,Y,K,5,313,283,90.4%,301,96.2%,313,283,90.4%,301,96.2%,Y
2019-2020,19,64733,0106435,Los Angeles,Los Angeles Unified,Camino Nuevo Charter High,Unified School District,High Schools (Public),Traditional,N/A,Yes,0635,Directly funded,Y,9,12,264,241,91.3%,251,95.1%,245,223,91.0%,233,95.1%,Y
2019-2020,19,64733,0106831,Los Angeles,Los Angeles Unified,Animo Venice Charter High,Unified School District,High Schools (Public),Traditional,N/A,Yes,0648,Directly funded,Y,9,12,568,389,68.5%,479,84.3%,552,378,68.5%,467,84.6%,Y
2019-2020,19,64733,0106849,Los Angeles,Los Angeles Unified,Animo Pat Brown,Unified School District,High Schools (Public),Traditional,N/A,Yes,0649,Directly funded,Y,9,12,600,485,80.8%,554,92.3%,588,473,80.4%,542,92.2%,Y
2019-2020,19,64733,0106864,Los Angeles,Los Angeles Unified,Alliance Gertz-Ressler Richard Merkin 6-12 Complex,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,0645,Directly funded,Y,6,12,964,922,95.6%,942,97.7%,956,914,95.6%,934,97.7%,Y
2019-2020,19,64733,0106872,Los Angeles,Los Angeles Unified,Bert Corona Charter,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,Yes,0654,Directly funded,Y,5,8,370,260,70.3%,286,77.3%,370,260,70.3%,286,77.3%,Y
2019-2020,19,64733,0106914,Los Angeles,Los Angeles Unified,Bellingham Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,498,439,88.2%,471,94.6%,458,408,89.1%,435,95.0%,Y
2019-2020,19,64733,0106922,Los Angeles,Los Angeles Unified,Maple Primary Center,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,1,179,163,91.1%,169,94.4%,165,151,91.5%,156,94.5%,Y
2019-2020,19,64733,0106930,Los Angeles,Los Angeles Unified,Stanford Primary Center,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,K,172,154,89.5%,168,97.7%,114,104,91.2%,112,98.2%,Y
2019-2020,19,64733,0106948,Los Angeles,Los Angeles Unified,Charles White Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,1,5,335,329,98.2%,331,98.8%,335,329,98.2%,331,98.8%,Y
2019-2020,19,64733,0106955,Los Angeles,Los Angeles Unified,Harmony Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,600,528,88.0%,546,91.0%,591,520,88.0%,538,91.0%,Y
2019-2020,19,64733,0106971,Los Angeles,Los Angeles Unified,Vista Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,"1,214","1,141",94.0%,"1,182",97.4%,"1,214","1,141",94.0%,"1,182",97.4%,Y
2019-2020,19,64733,0106989,Los Angeles,Los Angeles Unified,Southeast Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,"1,275","1,051",82.4%,"1,120",87.8%,"1,275","1,051",82.4%,"1,120",87.8%,Y
2019-2020,19,64733,0106997,Los Angeles,Los Angeles Unified,Orthopaedic Hospital,Unified School District,Alternative Schools of Choice,Alternative School of Choice,CEP,No ,N/A,N/A,N,9,12,797,671,84.2%,700,87.8%,789,667,84.5%,696,88.2%,Y
2019-2020,19,64733,0107003,Los Angeles,Los Angeles Unified,Northridge Academy High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,971,582,59.9%,671,69.1%,953,578,60.7%,666,69.9%,Y
2019-2020,19,64733,0107011,Los Angeles,Los Angeles Unified,International Studies Learning Center at Legacy High School Complex,Unified School District,K-12 Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,12,906,667,73.6%,761,84.0%,903,665,73.6%,758,83.9%,Y
2019-2020,19,64733,0107755,Los Angeles,Los Angeles Unified,Port of Los Angeles High,Unified School District,High Schools (Public),Traditional,N/A,Yes,0542,Directly funded,Y,9,12,955,457,47.9%,539,56.4%,937,449,47.9%,530,56.6%,Y
2019-2020,19,64733,0108878,Los Angeles,Los Angeles Unified,CHAMPS - Charter HS of Arts-Multimedia & Performing,Unified School District,High Schools (Public),Traditional,N/A,Yes,0712,Directly funded,Y,9,12,674,309,45.8%,352,52.2%,653,297,45.5%,338,51.8%,Y
2019-2020,19,64733,0108886,Los Angeles,Los Angeles Unified,Gabriella Charter,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,0713,Directly funded,Y,K,8,459,316,68.8%,383,83.4%,449,310,69.0%,375,83.5%,Y
2019-2020,19,64733,0108894,Los Angeles,Los Angeles Unified,Alliance Judy Ivie Burton Technology Academy High,Unified School District,High Schools (Public),Traditional,N/A,Yes,0714,Directly funded,Y,9,12,602,567,94.2%,592,98.3%,599,564,94.2%,589,98.3%,Y
2019-2020,19,64733,0108910,Los Angeles,Los Angeles Unified,ISANA Nascent Academy,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,0716,Directly funded,Y,K,8,612,533,87.1%,575,94.0%,603,524,86.9%,566,93.9%,Y
2019-2020,19,64733,0108928,Los Angeles,Los Angeles Unified,Larchmont Charter,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,0717,Directly funded,Y,K,12,"1,551",509,32.8%,660,42.6%,"1,532",506,33.0%,655,42.8%,Y
2019-2020,19,64733,0108936,Los Angeles,Los Angeles Unified,Alliance Collins Family College-Ready High,Unified School District,High Schools (Public),Traditional,N/A,Yes,0718,Directly funded,Y,9,12,597,447,74.9%,468,78.4%,586,438,74.7%,458,78.2%,Y
2019-2020,19,64733,0109181,Los Angeles,Los Angeles Unified,Olympic Primary Center,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,K,173,164,94.8%,166,96.0%,115,108,93.9%,110,95.7%,Y
2019-2020,19,64733,0109199,Los Angeles,Los Angeles Unified,Lake Street Primary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,1,173,145,83.8%,161,93.1%,143,122,85.3%,137,95.8%,Y
2019-2020,19,64733,0109207,Los Angeles,Los Angeles Unified,Martha Escutia Primary Center,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,K,278,231,83.1%,257,92.4%,201,169,84.1%,188,93.5%,Y
2019-2020,19,64733,0109223,Los Angeles,Los Angeles Unified,Garza (Carmen Lomas) Primary Center,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,2,99,92,92.9%,95,96.0%,84,79,94.0%,81,96.4%,Y
2019-2020,19,64733,0109231,Los Angeles,Los Angeles Unified,"Danny J. Bakewell, Sr., Primary Center",Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,K,191,176,92.1%,180,94.2%,153,141,92.2%,144,94.1%,Y
2019-2020,19,64733,0109249,Los Angeles,Los Angeles Unified,Hooper Avenue Primary Center,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,K,204,189,92.6%,195,95.6%,162,150,92.6%,156,96.3%,Y
2019-2020,19,64733,0109256,Los Angeles,Los Angeles Unified,Mariposa-Nabi Primary Center,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,2,137,118,86.1%,128,93.4%,113,98,86.7%,105,92.9%,Y
2019-2020,19,64733,0109264,Los Angeles,Los Angeles Unified,Lexington Avenue Primary Center,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,2,138,117,84.8%,126,91.3%,114,99,86.8%,106,93.0%,Y
